ccode,year,country,regionnm,protestdays,demand_labor,demand_land,demand_policebrutality,demand_political,demand_price,demand_removal,demand_social,nonviolent,protester_violence,state_violence,both_violence
305,2009,"Austria","Europe",1,0,0,0,1,0,0,0,0,1,0,0
305,2010,"Austria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
305,2011,"Austria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
305,2012,"Austria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
305,2013,"Austria","Europe",1,1,0,0,0,0,0,0,1,0,0,0
305,2014,"Austria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
310,1990,"Hungary","Europe",6,2,1,0,1,2,0,0,5,0,0,0
310,1991,"Hungary","Europe",0,0,0,0,0,0,0,0,0,0,0,0
310,1992,"Hungary","Europe",3,1,0,0,3,0,0,0,3,0,0,0
310,1993,"Hungary","Europe",1,0,0,0,1,0,0,0,1,0,0,0
310,1994,"Hungary","Europe",3,0,0,0,2,0,0,0,2,0,0,0
310,1995,"Hungary","Europe",1,0,0,0,1,1,0,0,1,0,0,0
310,1996,"Hungary","Europe",1,0,0,0,0,1,0,0,1,0,0,0
310,1997,"Hungary","Europe",0,0,0,0,0,0,0,0,0,0,0,0
310,1998,"Hungary","Europe",1,0,0,0,1,0,0,0,1,0,0,0
310,1999,"Hungary","Europe",2,1,0,0,1,0,0,0,1,1,0,0
310,2000,"Hungary","Europe",1,0,0,0,1,0,0,0,1,0,0,0
310,2001,"Hungary","Europe",1,1,0,0,1,0,0,0,1,0,0,0
310,2002,"Hungary","Europe",2,0,0,0,2,0,0,0,2,0,0,0
310,2003,"Hungary","Europe",0,0,0,0,0,0,0,0,0,0,0,0
310,2004,"Hungary","Europe",0,0,0,0,0,0,0,0,0,0,0,0
310,2005,"Hungary","Europe",0,0,0,0,0,0,0,0,0,0,0,0
310,2006,"Hungary","Europe",10,0,0,0,0,0,7,0,3,4,0,0
310,2007,"Hungary","Europe",5,0,0,0,4,0,3,0,2,3,0,0
310,2008,"Hungary","Europe",1,0,0,0,1,0,1,0,1,0,0,0
310,2009,"Hungary","Europe",2,0,0,0,2,0,0,0,2,0,0,0
310,2010,"Hungary","Europe",0,0,0,0,0,0,0,0,0,0,0,0
310,2011,"Hungary","Europe",3,0,0,0,3,0,0,0,3,0,0,0
310,2012,"Hungary","Europe",2,0,0,0,2,0,0,1,2,0,0,0
310,2013,"Hungary","Europe",3,0,0,0,3,0,0,0,3,0,0,0
310,2014,"Hungary","Europe",3,0,0,0,0,3,0,0,3,0,0,0
315,1990,"Czechoslovakia","Europe",5,0,0,0,4,0,0,0,3,1,0,0
315,1991,"Czechoslovakia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
315,1992,"Czechoslovakia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,1993,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,1994,"Czech Republic","Europe",1,0,0,0,1,0,0,0,1,0,0,0
316,1995,"Czech Republic","Europe",2,1,0,1,1,0,0,0,1,1,0,0
316,1996,"Czech Republic","Europe",1,0,0,0,0,0,0,1,1,0,0,0
316,1997,"Czech Republic","Europe",1,0,0,0,1,0,0,0,1,0,0,0
316,1998,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,1999,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2000,"Czech Republic","Europe",26,0,0,0,1,0,1,0,1,0,0,0
316,2001,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2002,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2003,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2004,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2005,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2006,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2007,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2008,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2009,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2010,"Czech Republic","Europe",1,1,0,0,0,0,0,0,1,0,0,0
316,2011,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2012,"Czech Republic","Europe",2,0,0,0,1,1,0,0,1,0,0,0
316,2013,"Czech Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
316,2014,"Czech Republic","Europe",1,0,0,0,0,0,1,0,0,1,0,0
317,1993,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,1994,"Slovak Republic","Europe",2,0,0,0,2,0,0,0,2,0,0,0
317,1995,"Slovak Republic","Europe",3,0,0,0,2,0,1,0,3,0,0,0
317,1996,"Slovak Republic","Europe",4,0,0,0,2,0,2,0,4,0,0,0
317,1997,"Slovak Republic","Europe",4,0,0,1,4,0,2,0,3,0,1,0
317,1998,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,1999,"Slovak Republic","Europe",1,1,0,0,1,1,0,1,1,0,0,0
317,2000,"Slovak Republic","Europe",1,0,0,0,1,0,1,0,1,0,0,0
317,2001,"Slovak Republic","Europe",4,1,0,0,3,0,0,0,3,0,0,0
317,2002,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2003,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2004,"Slovak Republic","Europe",5,0,0,0,3,0,0,0,0,3,0,0
317,2005,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2006,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2007,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2008,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2009,"Slovak Republic","Europe",1,0,0,0,1,0,0,1,1,0,0,0
317,2010,"Slovak Republic","Europe",1,0,0,0,1,0,0,0,1,0,0,0
317,2011,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2012,"Slovak Republic","Europe",1,1,0,0,0,0,0,0,1,0,0,0
317,2013,"Slovak Republic","Europe",0,0,0,0,0,0,0,0,0,0,0,0
317,2014,"Slovak Republic","Europe",1,0,0,0,1,0,0,0,1,0,0,0
325,1990,"Italy","Europe",1,0,0,0,1,0,0,0,0,1,0,0
325,1991,"Italy","Europe",2,0,0,0,2,0,0,0,2,0,0,0
325,1992,"Italy","Europe",6,0,0,0,6,0,0,0,4,0,1,1
325,1993,"Italy","Europe",9,1,0,0,6,0,0,0,6,1,0,0
325,1994,"Italy","Europe",4,0,0,0,4,0,0,0,3,1,0,0
325,1995,"Italy","Europe",1,0,0,0,1,0,0,0,1,0,0,0
325,1996,"Italy","Europe",1,0,0,0,0,1,0,0,1,0,0,0
325,1997,"Italy","Europe",2,0,0,0,2,0,0,0,2,0,0,0
325,1998,"Italy","Europe",2,0,0,0,2,0,0,0,2,0,0,0
325,1999,"Italy","Europe",4,0,1,0,2,0,0,0,3,0,0,0
325,2000,"Italy","Europe",4,1,0,0,2,0,0,1,3,1,0,0
325,2001,"Italy","Europe",6,1,0,1,3,0,1,0,5,1,0,0
325,2002,"Italy","Europe",78,11,1,0,8,0,3,0,16,1,0,0
325,2003,"Italy","Europe",3,1,0,0,3,0,0,0,2,1,0,0
325,2004,"Italy","Europe",13,1,0,2,8,1,0,0,10,1,0,0
325,2005,"Italy","Europe",8,2,1,0,4,0,0,1,6,1,0,0
325,2006,"Italy","Europe",7,3,1,0,6,0,0,0,6,1,0,0
325,2007,"Italy","Europe",8,2,1,2,4,0,0,0,5,2,0,0
325,2008,"Italy","Europe",9,0,0,1,5,1,0,1,7,0,0,0
325,2009,"Italy","Europe",6,1,0,0,5,0,1,0,6,0,0,0
325,2010,"Italy","Europe",58,0,1,0,6,0,2,0,3,4,0,0
325,2011,"Italy","Europe",9,4,1,0,5,5,3,2,5,4,0,0
325,2012,"Italy","Europe",5,3,0,0,4,2,0,0,4,1,0,0
325,2013,"Italy","Europe",3,0,0,0,3,0,0,0,3,0,0,0
325,2014,"Italy","Europe",6,4,0,0,4,0,0,0,5,1,0,0
339,1990,"Albania","Europe",6,0,0,2,5,0,0,0,0,1,2,2
339,1991,"Albania","Europe",8,1,0,0,8,0,1,0,5,2,1,1
339,1992,"Albania","Europe",6,2,0,0,0,1,1,0,1,1,1,1
339,1993,"Albania","Europe",2,0,0,0,2,0,1,0,2,0,0,0
339,1994,"Albania","Europe",8,0,0,0,1,0,0,0,1,0,0,0
339,1995,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,1996,"Albania","Europe",1,0,0,0,1,0,0,0,0,0,1,0
339,1997,"Albania","Europe",11,0,0,2,9,0,4,0,1,3,5,5
339,1998,"Albania","Europe",3,0,0,0,2,0,2,0,2,0,1,1
339,1999,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2000,"Albania","Europe",1,0,0,0,1,0,0,0,0,1,0,0
339,2001,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2002,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2003,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2004,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2005,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2006,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2007,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2008,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2009,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2010,"Albania","Europe",50,0,0,0,6,0,0,0,6,0,0,0
339,2011,"Albania","Europe",3,0,0,0,3,0,0,0,2,1,0,0
339,2012,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
339,2013,"Albania","Europe",4,0,0,0,3,0,0,0,3,0,0,0
339,2014,"Albania","Europe",0,0,0,0,0,0,0,0,0,0,0,0
341,2008,"Kosovo","Europe",1,0,0,0,1,0,0,0,1,0,0,0
341,2009,"Kosovo","Europe",1,0,0,0,1,0,0,0,0,1,0,0
341,2010,"Kosovo","Europe",2,0,0,0,2,0,0,0,1,1,0,0
341,2011,"Kosovo","Europe",39,0,0,0,3,0,0,0,2,1,0,0
341,2012,"Kosovo","Europe",0,0,0,0,0,0,0,0,0,0,0,0
341,2013,"Kosovo","Europe",1,0,0,0,1,0,0,0,1,0,0,0
341,2014,"Kosovo","Europe",0,0,0,0,0,0,0,0,0,0,0,0
342,2006,"Serbia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
342,2007,"Serbia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
342,2008,"Serbia","Europe",1,0,0,0,1,0,0,0,0,1,0,0
342,2009,"Serbia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
342,2010,"Serbia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
342,2011,"Serbia","Europe",1,0,0,0,1,0,1,0,0,0,0,1
342,2012,"Serbia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
342,2013,"Serbia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
342,2014,"Serbia","Europe",1,0,0,0,0,0,0,1,1,0,0,0
343,1992,"Macedonia","Europe",1,0,0,1,1,0,0,0,0,1,0,0
343,1993,"Macedonia","Europe",5,0,0,0,2,0,0,0,0,1,0,1
343,1994,"Macedonia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
343,1995,"Macedonia","Europe",10,0,0,1,6,0,1,1,3,1,1,2
343,1996,"Macedonia","Europe",5,0,0,0,5,0,0,3,4,1,0,0
343,1997,"Macedonia","Europe",1,0,0,0,1,0,0,0,0,0,1,1
343,1998,"Macedonia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
343,1999,"Macedonia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
343,2000,"Macedonia","Europe",3,0,0,0,3,0,1,0,3,0,0,0
343,2001,"Macedonia","Europe",7,0,0,0,6,0,0,0,2,4,0,0
343,2002,"Macedonia","Europe",15,3,0,0,5,0,0,0,7,1,0,0
343,2003,"Macedonia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
343,2004,"Macedonia","Europe",2,0,0,0,2,0,0,0,0,2,0,0
343,2005,"Macedonia","Europe",3,1,0,0,2,0,0,0,3,0,0,0
343,2006,"Macedonia","Europe",2,0,0,0,2,1,0,0,2,0,0,0
343,2007,"Macedonia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
343,2008,"Macedonia","Europe",2,0,0,0,2,0,0,0,2,0,0,0
343,2009,"Macedonia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
343,2010,"Macedonia","Europe",3,0,0,0,3,0,0,1,3,0,0,0
343,2011,"Macedonia","Europe",4,0,0,1,3,1,0,0,4,0,0,0
343,2012,"Macedonia","Europe",8,0,0,3,7,0,0,0,5,3,0,0
343,2013,"Macedonia","Europe",7,0,0,0,7,0,0,0,4,3,0,0
343,2014,"Macedonia","Europe",1,0,0,0,1,0,0,0,0,1,0,0
344,1991,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,1992,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,1993,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,1994,"Croatia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
344,1995,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,1996,"Croatia","Europe",3,0,0,0,3,0,0,0,3,0,0,0
344,1997,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,1998,"Croatia","Europe",1,1,0,0,0,1,0,0,1,0,0,0
344,1999,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2000,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2001,"Croatia","Europe",3,0,0,0,1,0,0,0,1,0,0,0
344,2002,"Croatia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
344,2003,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2004,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2005,"Croatia","Europe",2,0,0,0,2,0,0,0,2,0,0,0
344,2006,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2007,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2008,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2009,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
344,2010,"Croatia","Europe",1,0,0,0,0,1,0,0,1,0,0,0
344,2011,"Croatia","Europe",2,0,0,0,2,0,0,0,2,0,0,0
344,2012,"Croatia","Europe",1,0,0,0,1,0,0,0,0,1,0,0
344,2013,"Croatia","Europe",2,0,0,0,2,0,0,1,2,0,0,0
344,2014,"Croatia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
345,1990,"Yugoslavia","Europe",28,0,0,4,24,1,8,0,9,6,9,8
345,1991,"Yugoslavia","Europe",10,0,0,0,5,0,6,0,6,3,1,1
345,1992,"Yugoslavia","Europe",1,0,0,0,1,0,0,0,0,0,1,1
346,1992,"Bosnia","Europe",2,0,0,0,2,0,0,0,1,0,1,1
346,1993,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,1994,"Bosnia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
346,1995,"Bosnia","Europe",2,0,0,0,2,0,0,0,2,0,0,0
346,1996,"Bosnia","Europe",4,0,0,0,3,0,0,0,2,1,0,0
346,1997,"Bosnia","Europe",1,1,0,0,0,0,0,0,1,0,0,0
346,1998,"Bosnia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
346,1999,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2000,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2001,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2002,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2003,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2004,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2005,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2006,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2007,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2008,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2009,"Bosnia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
346,2010,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2011,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2012,"Bosnia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
346,2013,"Bosnia","Europe",4,0,0,0,3,0,0,0,2,1,0,0
346,2014,"Bosnia","Europe",8,5,0,0,5,0,0,0,3,2,0,0
347,1992,"Yugoslavia","Europe",12,0,0,0,5,0,7,1,9,2,0,0
347,1993,"Yugoslavia","Europe",2,0,0,0,2,0,1,0,0,0,1,1
347,1994,"Yugoslavia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
347,1995,"Yugoslavia","Europe",3,0,0,0,2,0,1,0,3,0,0,0
347,1996,"Yugoslavia","Europe",189,4,0,2,7,1,6,0,5,0,1,2
347,1997,"Yugoslavia","Europe",98,2,0,2,8,0,2,4,5,1,2,0
347,1998,"Yugoslavia","Europe",14,0,0,5,9,0,0,0,9,2,3,2
347,1999,"Yugoslavia","Europe",31,4,0,0,29,0,19,0,24,4,2,1
347,2000,"Yugoslavia","Europe",41,0,0,1,19,0,1,0,13,4,2,0
347,2001,"Yugoslavia","Europe",8,0,0,0,3,0,0,0,3,0,0,0
347,2002,"Yugoslavia","Europe",2,0,0,0,2,0,0,0,2,0,0,0
347,2003,"Serbia and Montenegro","Europe",2,0,0,1,1,0,0,0,1,0,0,1
347,2004,"Serbia and Montenegro","Europe",0,0,0,0,0,0,0,0,0,0,0,0
347,2005,"Serbia and Montenegro","Europe",0,0,0,0,0,0,0,0,0,0,0,0
347,2006,"Serbia and Montenegro","Europe",0,0,0,0,0,0,0,0,0,0,0,0
348,2006,"Montenegro","Europe",0,0,0,0,0,0,0,0,0,0,0,0
348,2007,"Montenegro","Europe",1,0,0,0,1,0,0,0,0,1,0,0
348,2008,"Montenegro","Europe",1,0,0,0,1,0,0,0,0,1,0,0
348,2009,"Montenegro","Europe",1,1,0,0,0,0,0,0,1,0,0,0
348,2010,"Montenegro","Europe",0,0,0,0,0,0,0,0,0,0,0,0
348,2011,"Montenegro","Europe",0,0,0,0,0,0,0,0,0,0,0,0
348,2012,"Montenegro","Europe",33,0,0,0,2,1,0,0,2,0,0,0
348,2013,"Montenegro","Europe",0,0,0,0,0,0,0,0,0,0,0,0
348,2014,"Montenegro","Europe",3,1,0,0,2,0,1,1,2,1,0,0
349,1991,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,1992,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,1993,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,1994,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,1995,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,1996,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,1997,"Slovenia","Europe",3,2,0,0,2,0,0,0,3,0,0,0
349,1998,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,1999,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,2000,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,2001,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,2002,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,2003,"Slovenia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
349,2004,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,2005,"Slovenia","Europe",2,0,0,0,1,1,0,1,2,0,0,0
349,2006,"Slovenia","Europe",1,0,0,0,1,0,0,0,1,0,0,0
349,2007,"Slovenia","Europe",2,1,0,0,1,1,0,0,2,0,0,0
349,2008,"Slovenia","Europe",1,1,0,0,0,1,0,0,1,0,0,0
349,2009,"Slovenia","Europe",1,1,0,0,1,0,0,0,1,0,0,0
349,2010,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,2011,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
349,2012,"Slovenia","Europe",1,0,0,0,2,1,0,0,0,2,0,0
349,2013,"Slovenia","Europe",6,1,0,0,3,0,3,0,6,0,0,0
349,2014,"Slovenia","Europe",0,0,0,0,0,0,0,0,0,0,0,0
350,1990,"Greece","Europe",7,1,0,0,6,0,1,0,4,1,0,2
350,1991,"Greece","Europe",5,0,0,0,5,0,0,0,1,2,1,2
350,1992,"Greece","Europe",6,0,0,0,6,0,0,0,4,2,0,0
350,1993,"Greece","Europe",2,0,0,0,2,0,0,0,1,0,1,1
350,1994,"Greece","Europe",6,1,0,0,0,0,0,0,1,0,0,0
350,1995,"Greece","Europe",20,0,0,1,2,1,0,0,1,2,0,1
350,1996,"Greece","Europe",26,1,0,0,3,0,0,0,4,0,0,0
350,1997,"Greece","Europe",2,0,0,0,2,1,0,0,1,1,0,0
350,1998,"Greece","Europe",74,0,0,0,9,0,0,0,6,1,0,2
350,1999,"Greece","Europe",3,0,0,0,3,0,0,0,1,2,0,0
350,2000,"Greece","Europe",2,0,0,0,2,0,0,0,2,0,0,0
350,2001,"Greece","Europe",4,0,0,0,4,0,0,0,3,1,0,0
350,2002,"Greece","Europe",1,1,0,0,0,0,0,0,0,1,0,0
350,2003,"Greece","Europe",8,1,0,0,6,0,0,0,3,2,0,1
350,2004,"Greece","Europe",1,1,0,0,0,0,0,0,1,0,0,0
350,2005,"Greece","Europe",5,4,1,0,3,0,0,0,5,0,0,0
350,2006,"Greece","Europe",17,4,0,0,15,0,0,0,14,3,0,0
350,2007,"Greece","Europe",26,4,0,0,24,0,0,0,23,3,0,0
350,2008,"Greece","Europe",17,4,0,3,8,0,0,0,5,5,0,0
350,2009,"Greece","Europe",24,3,0,0,9,1,0,0,5,4,0,0
350,2010,"Greece","Europe",34,33,0,0,33,32,0,0,22,12,0,0
350,2011,"Greece","Europe",41,25,1,0,26,26,2,0,15,11,0,1
350,2012,"Greece","Europe",28,23,1,0,25,18,0,0,16,9,0,1
350,2013,"Greece","Europe",175,12,0,0,17,3,0,0,15,3,0,0
350,2014,"Greece","Europe",7,5,0,1,4,0,0,0,5,2,0,0
352,1990,"Cyprus","Europe",1,0,0,0,1,0,0,0,1,0,0,0
352,1991,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,1992,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,1993,"Cyprus","Europe",4,0,0,0,4,0,0,0,4,0,0,0
352,1994,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,1995,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,1996,"Cyprus","Europe",1,0,0,0,1,0,0,0,0,1,0,0
352,1997,"Cyprus","Europe",3,0,0,0,3,0,0,1,3,0,0,0
352,1998,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,1999,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,2000,"Cyprus","Europe",3,0,0,0,3,0,0,0,3,0,0,0
352,2001,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,2002,"Cyprus","Europe",3,0,0,0,2,0,2,0,3,0,0,0
352,2003,"Cyprus","Europe",3,0,0,0,3,0,1,0,3,0,0,0
352,2004,"Cyprus","Europe",3,0,0,0,3,0,0,0,3,0,0,0
352,2005,"Cyprus","Europe",1,1,0,0,0,1,0,0,1,0,0,0
352,2006,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,2007,"Cyprus","Europe",0,0,0,0,0,0,0,0,0,0,0,0
352,2008,"Cyprus","Europe",6,0,1,1,0,1,0,0,2,1,0,0
352,2009,"Cyprus","Europe",18,7,1,3,9,1,1,0,13,4,0,0
352,2010,"Cyprus","Europe",39,4,0,0,10,0,1,1,9,3,0,0
352,2011,"Cyprus","Europe",42,13,0,1,10,1,7,0,22,3,0,0
352,2012,"Cyprus","Europe",19,8,0,0,4,2,0,0,9,3,0,0
352,2013,"Cyprus","Europe",29,2,0,0,11,5,2,0,13,1,0,0
352,2014,"Cyprus","Europe",15,7,2,0,9,2,0,1,11,4,0,0
355,1990,"Bulgaria","Europe",62,0,0,1,22,3,14,3,30,5,0,0
355,1991,"Bulgaria","Europe",6,0,0,1,4,0,1,0,5,0,0,0
355,1992,"Bulgaria","Europe",2,1,0,0,1,0,0,0,1,1,0,0
355,1993,"Bulgaria","Europe",17,0,0,0,0,0,1,0,1,0,0,0
355,1994,"Bulgaria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
355,1995,"Bulgaria","Europe",6,0,4,0,5,0,0,0,4,0,1,0
355,1996,"Bulgaria","Europe",2,0,0,0,2,0,0,0,2,0,0,0
355,1997,"Bulgaria","Europe",32,1,0,0,29,0,2,0,30,0,1,1
355,1998,"Bulgaria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
355,1999,"Bulgaria","Europe",1,1,0,0,0,0,0,0,1,0,0,0
355,2000,"Bulgaria","Europe",1,1,0,0,1,0,1,0,1,0,0,0
355,2001,"Bulgaria","Europe",1,0,0,0,1,0,1,0,1,0,0,0
355,2002,"Bulgaria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
355,2003,"Bulgaria","Europe",1,0,0,0,1,0,0,0,1,0,0,0
355,2004,"Bulgaria","Europe",2,0,0,1,1,0,1,0,2,0,0,0
355,2005,"Bulgaria","Europe",29,3,2,0,3,0,0,0,5,0,0,0
355,2006,"Bulgaria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
355,2007,"Bulgaria","Europe",5,1,0,0,0,0,0,0,1,0,0,0
355,2008,"Bulgaria","Europe",34,4,0,0,2,2,1,1,6,0,0,0
355,2009,"Bulgaria","Europe",4,3,0,0,2,2,2,0,2,1,0,0
355,2010,"Bulgaria","Europe",0,0,0,0,0,0,0,0,0,0,0,0
355,2011,"Bulgaria","Europe",3,0,0,1,0,1,0,1,2,1,0,0
355,2012,"Bulgaria","Europe",12,1,2,0,1,0,0,1,4,1,0,0
355,2013,"Bulgaria","Europe",229,3,0,0,4,1,2,0,3,1,0,1
355,2014,"Bulgaria","Europe",2,1,0,0,2,1,0,0,2,0,0,0
359,1991,"Moldova","Europe",37,0,0,1,7,0,0,0,5,2,0,0
359,1992,"Moldova","Europe",1,0,0,0,1,0,1,0,1,0,0,0
359,1993,"Moldova","Europe",2,0,0,0,2,0,0,0,2,0,0,0
359,1994,"Moldova","Europe",1,0,0,0,1,0,0,1,1,0,0,0
359,1995,"Moldova","Europe",31,9,0,0,5,0,8,3,10,0,0,0
359,1996,"Moldova","Europe",0,0,0,0,0,0,0,0,0,0,0,0
359,1997,"Moldova","Europe",1,1,0,0,0,1,0,0,1,0,0,0
359,1998,"Moldova","Europe",3,3,0,0,2,0,0,0,2,1,0,0
359,1999,"Moldova","Europe",6,2,0,0,0,0,0,0,0,2,0,0
359,2000,"Moldova","Europe",8,2,1,1,3,6,1,0,5,1,0,2
